chr	start	end	strand	ens_id	description	symbol	miRBase_ID
chr5	168560896	168560973	-	ENSG00000199035	microRNA 103a-1 [Source:HGNC Symbol;Acc:HGNC:31490]	MIR103A1	hsa-mir-103a-1
chr5	168560904	168560965	+	ENSG00000283612	microRNA 103b-1 [Source:HGNC Symbol;Acc:HGNC:35384]	MIR103B1	hsa-mir-103b-1
chr5	168768146	168768255	-	ENSG00000207739	microRNA 218-2 [Source:HGNC Symbol;Acc:HGNC:31596]	MIR218-2	hsa-mir-218-2
chr5	169263601	169263694	-	ENSG00000207619	microRNA 585 [Source:HGNC Symbol;Acc:HGNC:32841]	MIR585	hsa-mir-585
chr5	170028488	170028566	+	ENSG00000263831	microRNA 378e [Source:HGNC Symbol;Acc:HGNC:41671]	MIR378E	hsa-mir-378e
chr5	171386656	171386760	-	ENSG00000264249	microRNA 3912 [Source:HGNC Symbol;Acc:HGNC:38923]	MIR3912	hsa-mir-3912
chr5	172662165	172662263	+	ENSG00000265160	microRNA 5003 [Source:HGNC Symbol;Acc:HGNC:43512]	MIR5003	hsa-mir-5003
chr5	173347455	173347536	+	ENSG00000274994	microRNA 8056 [Source:HGNC Symbol;Acc:HGNC:49948]	MIR8056	hsa-mir-8056
chr5	174751734	174751787	+	ENSG00000266890	microRNA 4634 [Source:HGNC Symbol;Acc:HGNC:41559]	MIR4634	hsa-mir-4634
chr5	176367946	176368031	+	ENSG00000221464	microRNA 1271 [Source:HGNC Symbol;Acc:HGNC:35252]	MIR1271	hsa-mir-1271
chr5	176629439	176629500	-	ENSG00000266329	microRNA 4281 [Source:HGNC Symbol;Acc:HGNC:38357]	MIR4281	hsa-mir-4281
chr5	179798278	179798346	-	ENSG00000221394	microRNA 1229 [Source:HGNC Symbol;Acc:HGNC:33924]	MIR1229	hsa-mir-1229
chr5	180015303	180015397	-	ENSG00000198995	microRNA 340 [Source:HGNC Symbol;Acc:HGNC:31777]	MIR340	hsa-mir-340
chr5	181043403	181043484	-	ENSG00000277912	microRNA 8089 [Source:HGNC Symbol;Acc:HGNC:50196]	MIR8089	hsa-mir-8089
chr5	181222566	181222633	-	ENSG00000264732	microRNA 4638 [Source:HGNC Symbol;Acc:HGNC:41841]	MIR4638	hsa-mir-4638
chr6	1390314	1390411	-	ENSG00000275859	microRNA 6720 [Source:HGNC Symbol;Acc:HGNC:50032]	MIR6720	hsa-mir-6720
chr6	2854031	2854107	-	ENSG00000266750	microRNA 4645 [Source:HGNC Symbol;Acc:HGNC:41689]	MIR4645	hsa-mir-4645
chr6	5148233	5148322	-	ENSG00000265083	microRNA 3691 [Source:HGNC Symbol;Acc:HGNC:38909]	MIR3691	hsa-mir-3691
chr6	6169304	6169435	-	ENSG00000263572	microRNA 7853 [Source:HGNC Symbol;Acc:HGNC:49933]	MIR7853	hsa-mir-7853
chr6	6169334	6169409	+	ENSG00000283616	microRNA 5683 [Source:HGNC Symbol;Acc:HGNC:43453]	MIR5683	hsa-mir-5683
chr6	10439717	10439794	+	ENSG00000263705	microRNA 5689 [Source:HGNC Symbol;Acc:HGNC:43479]	MIR5689	hsa-mir-5689
chr6	16141556	16141624	+	ENSG00000263712	microRNA 4639 [Source:HGNC Symbol;Acc:HGNC:41645]	MIR4639	hsa-mir-4639
chr6	18571784	18571880	+	ENSG00000207775	microRNA 548a-1 [Source:HGNC Symbol;Acc:HGNC:32796]	MIR548A1	hsa-mir-548a-1
chr6	27147626	27147688	+	ENSG00000265565	microRNA 3143 [Source:HGNC Symbol;Acc:HGNC:38284]	MIR3143	hsa-mir-3143
chr6	30584332	30584417	+	ENSG00000216101	microRNA 877 [Source:HGNC Symbol;Acc:HGNC:33660]	MIR877	hsa-mir-877
chr6	30890883	30890972	+	ENSG00000284370	microRNA 4640 [Source:HGNC Symbol;Acc:HGNC:41561]	MIR4640	hsa-mir-4640
chr6	31355224	31355316	-	ENSG00000277402	microRNA 6891 [Source:HGNC Symbol;Acc:HGNC:50243]	MIR6891	hsa-mir-6891
chr6	31633787	31633858	+	ENSG00000274494	microRNA 6832 [Source:HGNC Symbol;Acc:HGNC:50140]	MIR6832	hsa-mir-6832
chr6	31701029	31701091	-	ENSG00000266776	microRNA 4646 [Source:HGNC Symbol;Acc:HGNC:41543]	MIR4646	hsa-mir-4646
chr6	31956839	31956940	-	ENSG00000284446	microRNA 1236 [Source:HGNC Symbol;Acc:HGNC:33925]	MIR1236	hsa-mir-1236
chr6	32170030	32170116	-	ENSG00000284469	microRNA 6721 [Source:HGNC Symbol;Acc:HGNC:50049]	MIR6721	hsa-mir-6721
chr6	32179816	32179876	+	ENSG00000277264	microRNA 6833 [Source:HGNC Symbol;Acc:HGNC:50245]	MIR6833	hsa-mir-6833
chr6	32749912	32749979	-	ENSG00000263649	microRNA 3135b [Source:HGNC Symbol;Acc:HGNC:41783]	MIR3135B	hsa-mir-3135b
chr6	33207835	33207944	+	ENSG00000199036	microRNA 219a-1 [Source:HGNC Symbol;Acc:HGNC:31597]	MIR219A1	hsa-mir-219a-1
chr6	33287227	33287289	-	ENSG00000284517	microRNA 6873 [Source:HGNC Symbol;Acc:HGNC:50231]	MIR6873	hsa-mir-6873
chr6	33290245	33290325	+	ENSG00000284064	microRNA 6834 [Source:HGNC Symbol;Acc:HGNC:50108]	MIR6834	hsa-mir-6834
chr6	33438331	33438437	+	ENSG00000284256	microRNA 5004 [Source:HGNC Symbol;Acc:HGNC:43532]	MIR5004	hsa-mir-5004
chr6	33698128	33698234	+	ENSG00000266509	microRNA 3934 [Source:HGNC Symbol;Acc:HGNC:38965]	MIR3934	hsa-mir-3934
chr6	33899135	33899200	+	ENSG00000276824	microRNA 7159 [Source:HGNC Symbol;Acc:HGNC:49978]	MIR7159	hsa-mir-7159
chr6	33999972	34000051	-	ENSG00000221697	microRNA 1275 [Source:HGNC Symbol;Acc:HGNC:35346]	MIR1275	hsa-mir-1275
chr6	34240673	34240736	+	ENSG00000276404	microRNA 6835 [Source:HGNC Symbol;Acc:HGNC:49963]	MIR6835	hsa-mir-6835
chr6	35470508	35470579	+	ENSG00000276712	microRNA 7111 [Source:HGNC Symbol;Acc:HGNC:50073]	MIR7111	hsa-mir-7111
chr6	35664717	35664789	-	ENSG00000265527	microRNA 5690 [Source:HGNC Symbol;Acc:HGNC:43490]	MIR5690	hsa-mir-5690
chr6	36622436	36622512	-	ENSG00000263894	microRNA 3925 [Source:HGNC Symbol;Acc:HGNC:38996]	MIR3925	hsa-mir-3925
chr6	37555365	37555422	-	ENSG00000263926	microRNA 4462 [Source:HGNC Symbol;Acc:HGNC:41549]	MIR4462	hsa-mir-4462
chr6	41598723	41598788	+	ENSG00000266494	microRNA 4641 [Source:HGNC Symbol;Acc:HGNC:41835]	MIR4641	hsa-mir-4641
chr6	43434542	43434620	+	ENSG00000276770	microRNA 6780b [Source:HGNC Symbol;Acc:HGNC:50237]	MIR6780B	hsa-mir-6780b
chr6	44254206	44254285	-	ENSG00000284427	microRNA 4647 [Source:HGNC Symbol;Acc:HGNC:41594]	MIR4647	hsa-mir-4647
chr6	44435641	44435722	+	ENSG00000266619	microRNA 4642 [Source:HGNC Symbol;Acc:HGNC:41865]	MIR4642	hsa-mir-4642
chr6	45197674	45197770	-	ENSG00000207769	microRNA 586 [Source:HGNC Symbol;Acc:HGNC:32842]	MIR586	hsa-mir-586
chr6	52144349	52144434	+	ENSG00000207604	microRNA 206 [Source:HGNC Symbol;Acc:HGNC:31584]	MIR206	hsa-mir-206
chr6	52148923	52149041	+	ENSG00000199080	microRNA 133b [Source:HGNC Symbol;Acc:HGNC:31759]	MIR133B	hsa-mir-133b
chr6	53276993	53277071	+	ENSG00000264056	microRNA 5685 [Source:HGNC Symbol;Acc:HGNC:43543]	MIR5685	hsa-mir-5685
chr6	57390132	57390212	+	ENSG00000212017	microRNA 548u [Source:HGNC Symbol;Acc:HGNC:38316]	MIR548U	hsa-mir-548u
chr6	71376960	71377031	-	ENSG00000199094	microRNA 30c-2 [Source:HGNC Symbol;Acc:HGNC:31627]	MIR30C2	hsa-mir-30c-2
chr6	71403551	71403621	-	ENSG00000207827	microRNA 30a [Source:HGNC Symbol;Acc:HGNC:31624]	MIR30A	hsa-mir-30a
chr6	72967687	72967753	-	ENSG00000266180	microRNA 4282 [Source:HGNC Symbol;Acc:HGNC:38189]	MIR4282	hsa-mir-4282
chr6	75428407	75428473	+	ENSG00000263533	microRNA 4463 [Source:HGNC Symbol;Acc:HGNC:41665]	MIR4463	hsa-mir-4463
chr6	90312742	90312833	+	ENSG00000266760	microRNA 4464 [Source:HGNC Symbol;Acc:HGNC:41528]	MIR4464	hsa-mir-4464
chr6	91521660	91521737	+	ENSG00000263734	microRNA 4643 [Source:HGNC Symbol;Acc:HGNC:41814]	MIR4643	hsa-mir-4643
chr6	98024531	98024621	+	ENSG00000238367	microRNA 2113 [Source:HGNC Symbol;Acc:HGNC:37058]	MIR2113	hsa-mir-2113
chr6	99124609	99124696	+	ENSG00000265226	microRNA 548ai [Source:HGNC Symbol;Acc:HGNC:41854]	MIR548AI	hsa-mir-548ai
chr6	106784125	106784220	+	ENSG00000207577	microRNA 587 [Source:HGNC Symbol;Acc:HGNC:32843]	MIR587	hsa-mir-587
chr6	119069047	119069143	-	ENSG00000207982	microRNA 548b [Source:HGNC Symbol;Acc:HGNC:32799]	MIR548B	hsa-mir-548b
chr6	120015179	120015257	+	ENSG00000265725	microRNA 3144 [Source:HGNC Symbol;Acc:HGNC:38331]	MIR3144	hsa-mir-3144
chr6	126484631	126484713	+	ENSG00000207632	microRNA 588 [Source:HGNC Symbol;Acc:HGNC:32844]	MIR588	hsa-mir-588
chr6	131792172	131792231	+	ENSG00000266807	microRNA 548h-5 [Source:HGNC Symbol;Acc:HGNC:41768]	MIR548H5	hsa-mir-548h-5
chr6	132115192	132115263	-	ENSG00000265669	microRNA 548aj-1 [Source:HGNC Symbol;Acc:HGNC:41884]	MIR548AJ1	hsa-mir-548aj-1
chr6	134979338	134979432	-	ENSG00000283409	microRNA 3662 [Source:HGNC Symbol;Acc:HGNC:38983]	MIR3662	hsa-mir-3662
chr6	135239160	135239256	+	ENSG00000207689	microRNA 548a-2 [Source:HGNC Symbol;Acc:HGNC:32797]	MIR548A2	hsa-mir-548a-2
chr6	138435213	138435294	-	ENSG00000266555	microRNA 3145 [Source:HGNC Symbol;Acc:HGNC:38327]	MIR3145	hsa-mir-3145
chr6	140205252	140205326	+	ENSG00000263514	microRNA 3668 [Source:HGNC Symbol;Acc:HGNC:38982]	MIR3668	hsa-mir-3668
chr6	140683814	140683883	+	ENSG00000264390	microRNA 4465 [Source:HGNC Symbol;Acc:HGNC:41842]	MIR4465	hsa-mir-4465
chr6	154853360	154853436	+	ENSG00000264814	microRNA 1273c [Source:HGNC Symbol;Acc:HGNC:38173]	MIR1273C	hsa-mir-1273c
chr6	155946797	155946879	+	ENSG00000221456	microRNA 1202 [Source:HGNC Symbol;Acc:HGNC:35268]	MIR1202	hsa-mir-1202
chr6	156779678	156779731	-	ENSG00000271899	microRNA 4466 [Source:HGNC Symbol;Acc:HGNC:41726]	MIR4466	hsa-mir-4466
chr6	157529132	157529200	+	ENSG00000266617	microRNA 3692 [Source:HGNC Symbol;Acc:HGNC:38885]	MIR3692	hsa-mir-3692
chr6	158609707	158609790	+	ENSG00000278571	microRNA 7161 [Source:HGNC Symbol;Acc:HGNC:49985]	MIR7161	hsa-mir-7161
chr6	158764661	158764753	-	ENSG00000265558	microRNA 3918 [Source:HGNC Symbol;Acc:HGNC:38919]	MIR3918	hsa-mir-3918
chr6	166509354	166509433	-	ENSG00000222958	microRNA 1913 [Source:HGNC Symbol;Acc:HGNC:35397]	MIR1913	hsa-mir-1913
chr6	166997807	166997912	-	ENSG00000265828	microRNA 3939 [Source:HGNC Symbol;Acc:HGNC:38931]	MIR3939	hsa-mir-3939
chr6	170330761	170330844	+	ENSG00000266245	microRNA 4644 [Source:HGNC Symbol;Acc:HGNC:41687]	MIR4644	hsa-mir-4644
chr7	1022933	1023026	-	ENSG00000199023	microRNA 339 [Source:HGNC Symbol;Acc:HGNC:31776]	MIR339	hsa-mir-339
chr7	1844180	1844253	-	ENSG00000265089	microRNA 4655 [Source:HGNC Symbol;Acc:HGNC:41754]	MIR4655	hsa-mir-4655
chr7	2257515	2257577	-	ENSG00000284047	microRNA 6836 [Source:HGNC Symbol;Acc:HGNC:50067]	MIR6836	hsa-mir-6836
chr7	2527074	2527145	+	ENSG00000264357	microRNA 4648 [Source:HGNC Symbol;Acc:HGNC:41560]	MIR4648	hsa-mir-4648
chr7	4788565	4788639	-	ENSG00000264474	microRNA 4656 [Source:HGNC Symbol;Acc:HGNC:41749]	MIR4656	hsa-mir-4656
chr7	5495819	5495917	-	ENSG00000207973	microRNA 589 [Source:HGNC Symbol;Acc:HGNC:32845]	MIR589	hsa-mir-589
chr7	5711840	5711910	-	ENSG00000283419	microRNA 6874 [Source:HGNC Symbol;Acc:HGNC:50146]	MIR6874	hsa-mir-6874
chr7	7066964	7067045	-	ENSG00000266287	microRNA 3683 [Source:HGNC Symbol;Acc:HGNC:38999]	MIR3683	hsa-mir-3683
chr7	18127220	18127309	-	ENSG00000221393	microRNA 1302-6 [Source:HGNC Symbol;Acc:HGNC:35298]	MIR1302-6	hsa-mir-1302-6
chr7	19705358	19705436	-	ENSG00000265932	microRNA 3146 [Source:HGNC Symbol;Acc:HGNC:38368]	MIR3146	hsa-mir-3146
chr7	21471058	21471146	+	ENSG00000221783	microRNA 1183 [Source:HGNC Symbol;Acc:HGNC:35264]	MIR1183	hsa-mir-1183
chr7	25949919	25949986	-	ENSG00000199085	microRNA 148a [Source:HGNC Symbol;Acc:HGNC:31535]	MIR148A	hsa-mir-148a
chr7	27169480	27169563	-	ENSG00000283745	microRNA 196b [Source:HGNC Symbol;Acc:HGNC:31790]	MIR196B	hsa-mir-196b
chr7	29680734	29680828	-	ENSG00000212024	microRNA 550a-3 [Source:HGNC Symbol;Acc:HGNC:41870]	MIR550A3	hsa-mir-550a-3
chr7	34940760	34940834	-	ENSG00000221669	microRNA 548n [Source:HGNC Symbol;Acc:HGNC:35330]	MIR548N	hsa-mir-548n
chr7	36919357	36919432	-	ENSG00000221325	microRNA 1200 [Source:HGNC Symbol;Acc:HGNC:35266]	MIR1200	hsa-mir-1200
chr7	43150895	43150994	+	ENSG00000264069	microRNA 3943 [Source:HGNC Symbol;Acc:HGNC:38888]	MIR3943	hsa-mir-3943
chr7	44051766	44051829	+	ENSG00000284067	microRNA 6837 [Source:HGNC Symbol;Acc:HGNC:50125]	MIR6837	hsa-mir-6837
chr7	44073378	44073433	-	ENSG00000283969	microRNA 6838 [Source:HGNC Symbol;Acc:HGNC:50050]	MIR6838	hsa-mir-6838
chr7	44110849	44110912	+	ENSG00000284412	microRNA 4649 [Source:HGNC Symbol;Acc:HGNC:41852]	MIR4649	hsa-mir-4649
chr7	44881748	44881800	-	ENSG00000284261	microRNA 4657 [Source:HGNC Symbol;Acc:HGNC:41706]	MIR4657	hsa-mir-4657
chr7	57405025	57405090	+	ENSG00000266168	microRNA 3147 [Source:HGNC Symbol;Acc:HGNC:38300]	MIR3147	hsa-mir-3147
chr7	64679064	64679176	+	ENSG00000275667	microRNA 6839 [Source:HGNC Symbol;Acc:HGNC:49953]	MIR6839	hsa-mir-6839
chr7	71307674	71307768	+	ENSG00000283278	microRNA 3914-2 [Source:HGNC Symbol;Acc:HGNC:38975]	MIR3914-2	hsa-mir-3914-2
chr7	73711317	73711397	+	ENSG00000265724	microRNA 4284 [Source:HGNC Symbol;Acc:HGNC:38322]	MIR4284	hsa-mir-4284
chr7	74191198	74191294	+	ENSG00000207741	microRNA 590 [Source:HGNC Symbol;Acc:HGNC:32846]	MIR590	hsa-mir-590
chr7	75915197	75915269	+	ENSG00000284334	microRNA 4651 [Source:HGNC Symbol;Acc:HGNC:41647]	MIR4651	hsa-mir-4651
chr7	92204015	92204098	-	ENSG00000221520	microRNA 1285-1 [Source:HGNC Symbol;Acc:HGNC:35277]	MIR1285-1	hsa-mir-1285-1
chr7	93482760	93482855	-	ENSG00000208014	microRNA 653 [Source:HGNC Symbol;Acc:HGNC:32909]	MIR653	hsa-mir-653
chr7	93483936	93484019	-	ENSG00000207656	microRNA 489 [Source:HGNC Symbol;Acc:HGNC:32074]	MIR489	hsa-mir-489
chr7	93716928	93717005	+	ENSG00000265423	microRNA 4652 [Source:HGNC Symbol;Acc:HGNC:41615]	MIR4652	hsa-mir-4652
chr7	96219662	96219756	-	ENSG00000208025	microRNA 591 [Source:HGNC Symbol;Acc:HGNC:32847]	MIR591	hsa-mir-591
chr7	97963658	97963726	+	ENSG00000266318	microRNA 5692a-1 [Source:HGNC Symbol;Acc:HGNC:43533]	MIR5692A1	hsa-mir-5692a-1
chr7	97964405	97964481	-	ENSG00000266668	microRNA 5692c-2 [Source:HGNC Symbol;Acc:HGNC:43448]	MIR5692C2	hsa-mir-5692c-2
chr7	98881650	98881729	+	ENSG00000266019	microRNA 3609 [Source:HGNC Symbol;Acc:HGNC:38956]	MIR3609	hsa-mir-3609
chr7	100093560	100093643	-	ENSG00000207547	microRNA 25 [Source:HGNC Symbol;Acc:HGNC:31609]	MIR25	hsa-mir-25
chr7	100093768	100093847	-	ENSG00000207757	microRNA 93 [Source:HGNC Symbol;Acc:HGNC:31645]	MIR93	hsa-mir-93
chr7	100093993	100094074	-	ENSG00000208036	microRNA 106b [Source:HGNC Symbol;Acc:HGNC:31495]	MIR106B	hsa-mir-106b
chr7	100156605	100156669	-	ENSG00000284518	microRNA 4658 [Source:HGNC Symbol;Acc:HGNC:41673]	MIR4658	hsa-mir-4658
chr7	100356651	100356721	+	ENSG00000284012	microRNA 6840 [Source:HGNC Symbol;Acc:HGNC:50138]	MIR6840	hsa-mir-6840
chr7	100868036	100868107	+	ENSG00000283821	microRNA 6875 [Source:HGNC Symbol;Acc:HGNC:50015]	MIR6875	hsa-mir-6875
chr7	101159473	101159555	+	ENSG00000264425	microRNA 4653 [Source:HGNC Symbol;Acc:HGNC:41562]	MIR4653	hsa-mir-4653
chr7	102293103	102293187	+	ENSG00000264675	microRNA 4285 [Source:HGNC Symbol;Acc:HGNC:38337]	MIR4285	hsa-mir-4285
chr7	102405742	102405855	-	ENSG00000221510	microRNA 548o [Source:HGNC Symbol;Acc:HGNC:35333]	MIR548O	hsa-mir-548o
chr7	102465742	102465826	+	ENSG00000284176	microRNA 5090 [Source:HGNC Symbol;Acc:HGNC:43547]	MIR5090	hsa-mir-5090
chr7	102471469	102471531	+	ENSG00000284596	microRNA 4467 [Source:HGNC Symbol;Acc:HGNC:41896]	MIR4467	hsa-mir-4467
chr7	114653345	114653455	+	ENSG00000272230	microRNA 3666 [Source:HGNC Symbol;Acc:HGNC:38940]	MIR3666	hsa-mir-3666
chr7	117020211	117020319	+	ENSG00000283923	microRNA 6132 [Source:HGNC Symbol;Acc:HGNC:50272]	MIR6132	hsa-mir-6132
chr7	127058088	127058184	-	ENSG00000207692	microRNA 592 [Source:HGNC Symbol;Acc:HGNC:32848]	MIR592	hsa-mir-592
chr7	128081861	128081960	+	ENSG00000207588	microRNA 593 [Source:HGNC Symbol;Acc:HGNC:32849]	MIR593	hsa-mir-593
chr7	128207872	128207943	+	ENSG00000207705	microRNA 129-1 [Source:HGNC Symbol;Acc:HGNC:31512]	MIR129-1	hsa-mir-129-1
chr7	129770383	129770492	-	ENSG00000207990	microRNA 182 [Source:HGNC Symbol;Acc:HGNC:31553]	MIR182	hsa-mir-182
chr7	129774692	129774769	-	ENSG00000199158	microRNA 96 [Source:HGNC Symbol;Acc:HGNC:31648]	MIR96	hsa-mir-96
chr7	129774905	129775014	-	ENSG00000207691	microRNA 183 [Source:HGNC Symbol;Acc:HGNC:31554]	MIR183	hsa-mir-183
chr7	130496111	130496204	+	ENSG00000199043	microRNA 335 [Source:HGNC Symbol;Acc:HGNC:31773]	MIR335	hsa-mir-335
chr7	130876747	130876810	-	ENSG00000284032	microRNA 29a [Source:HGNC Symbol;Acc:HGNC:31616]	MIR29A	hsa-mir-29a
chr7	130877459	130877539	-	ENSG00000283797	microRNA 29b-1 [Source:HGNC Symbol;Acc:HGNC:31619]	MIR29B1	hsa-mir-29b-1
chr7	133034860	133034915	-	ENSG00000284135	microRNA 3654 [Source:HGNC Symbol;Acc:HGNC:38896]	MIR3654	hsa-mir-3654
chr7	133290881	133290988	+	ENSG00000276137	microRNA 6133 [Source:HGNC Symbol;Acc:HGNC:50007]	MIR6133	hsa-mir-6133
chr7	135206994	135207078	-	ENSG00000277138	microRNA 6509 [Source:HGNC Symbol;Acc:HGNC:50207]	MIR6509	hsa-mir-6509
chr7	136903167	136903294	+	ENSG00000207597	microRNA 490 [Source:HGNC Symbol;Acc:HGNC:32075]	MIR490	hsa-mir-490
chr7	138123758	138123821	+	ENSG00000284028	microRNA 4468 [Source:HGNC Symbol;Acc:HGNC:41533]	MIR4468	hsa-mir-4468
chr7	143382686	143382800	+	ENSG00000278449	microRNA 6892 [Source:HGNC Symbol;Acc:HGNC:50053]	MIR6892	hsa-mir-6892
chr7	147378017	147378121	-	ENSG00000221442	microRNA 548f-4 [Source:HGNC Symbol;Acc:HGNC:35308]	MIR548F4	hsa-mir-548f-4
chr7	151238421	151238538	+	ENSG00000284191	microRNA 671 [Source:HGNC Symbol;Acc:HGNC:33134]	MIR671	hsa-mir-671
chr7	151433489	151433639	-	ENSG00000265810	microRNA 3907 [Source:HGNC Symbol;Acc:HGNC:38988]	MIR3907	hsa-mir-3907
chr7	157574336	157574422	-	ENSG00000207960	microRNA 153-2 [Source:HGNC Symbol;Acc:HGNC:31540]	MIR153-2	hsa-mir-153-2
chr7	158532718	158532813	-	ENSG00000207637	microRNA 595 [Source:HGNC Symbol;Acc:HGNC:32851]	MIR595	hsa-mir-595
chr7	158591616	158591696	+	ENSG00000265598	microRNA 5707 [Source:HGNC Symbol;Acc:HGNC:43449]	MIR5707	hsa-mir-5707
chr8	1801125	1801192	+	ENSG00000283858	microRNA 3674 [Source:HGNC Symbol;Acc:HGNC:38915]	MIR3674	hsa-mir-3674
chr8	1817231	1817307	+	ENSG00000207826	microRNA 596 [Source:HGNC Symbol;Acc:HGNC:32852]	MIR596	hsa-mir-596
chr8	2076589	2076640	+	ENSG00000273593	microRNA 7160 [Source:HGNC Symbol;Acc:HGNC:50028]	MIR7160	hsa-mir-7160
chr8	6622124	6622220	-	ENSG00000276580	microRNA 8055 [Source:HGNC Symbol;Acc:HGNC:50241]	MIR8055	hsa-mir-8055
chr8	6745168	6745240	-	ENSG00000283386	microRNA 4659b [Source:HGNC Symbol;Acc:HGNC:41530]	MIR4659B	hsa-mir-4659b
chr8	8088941	8089089	-	ENSG00000221305	microRNA 548i-3 [Source:HGNC Symbol;Acc:HGNC:35354]	MIR548I3	hsa-mir-548i-3
chr8	9048445	9048518	+	ENSG00000263407	microRNA 4660 [Source:HGNC Symbol;Acc:HGNC:41861]	MIR4660	hsa-mir-4660
chr8	9741672	9741768	+	ENSG00000207701	microRNA 597 [Source:HGNC Symbol;Acc:HGNC:32853]	MIR597	hsa-mir-597
chr8	9903388	9903472	-	ENSG00000284321	microRNA 124-1 [Source:HGNC Symbol;Acc:HGNC:31502]	MIR124-1	hsa-mir-124-1
chr8	10666978	10667070	+	ENSG00000263762	microRNA 4286 [Source:HGNC Symbol;Acc:HGNC:38186]	MIR4286	hsa-mir-4286
chr8	10825373	10825443	-	ENSG00000283210	microRNA 1322 [Source:HGNC Symbol;Acc:HGNC:35374]	MIR1322	hsa-mir-1322
chr8	11035206	11035302	-	ENSG00000207600	microRNA 598 [Source:HGNC Symbol;Acc:HGNC:32854]	MIR598	hsa-mir-598
chr8	12719132	12719190	+	ENSG00000264512	microRNA 5692a-2 [Source:HGNC Symbol;Acc:HGNC:43466]	MIR5692A2	hsa-mir-5692a-2
chr8	12727232	12727304	-	ENSG00000266206	microRNA 3926-1 [Source:HGNC Symbol;Acc:HGNC:38959]	MIR3926-1	hsa-mir-3926-1
chr8	12727237	12727299	+	ENSG00000283523	microRNA 3926-2 [Source:HGNC Symbol;Acc:HGNC:38883]	MIR3926-2	hsa-mir-3926-2
chr8	14853438	14853510	-	ENSG00000199127	microRNA 383 [Source:HGNC Symbol;Acc:HGNC:31876]	MIR383	hsa-mir-383
chr8	17681578	17681657	-	ENSG00000265520	microRNA 548v [Source:HGNC Symbol;Acc:HGNC:38302]	MIR548V	hsa-mir-548v
chr8	22244962	22245043	-	ENSG00000208037	microRNA 320a [Source:HGNC Symbol;Acc:HGNC:31632]	MIR320A	hsa-mir-320a
chr8	24953796	24953867	-	ENSG00000283327	microRNA 6841 [Source:HGNC Symbol;Acc:HGNC:50070]	MIR6841	hsa-mir-6841
chr8	25345402	25345474	+	ENSG00000274988	microRNA 6876 [Source:HGNC Symbol;Acc:HGNC:50181]	MIR6876	hsa-mir-6876
chr8	27048853	27048963	-	ENSG00000221616	microRNA 548h-4 [Source:HGNC Symbol;Acc:HGNC:35345]	MIR548H4	hsa-mir-548h-4
chr8	27433370	27433434	+	ENSG00000273836	microRNA 6842 [Source:HGNC Symbol;Acc:HGNC:50254]	MIR6842	hsa-mir-6842
chr8	27610601	27610751	-	ENSG00000284280	microRNA 6843 [Source:HGNC Symbol;Acc:HGNC:50240]	MIR6843	hsa-mir-6843
chr8	27701673	27701767	-	ENSG00000265075	microRNA 3622b [Source:HGNC Symbol;Acc:HGNC:38961]	MIR3622B	hsa-mir-3622b
chr8	27701677	27701759	+	ENSG00000284351	microRNA 3622a [Source:HGNC Symbol;Acc:HGNC:38934]	MIR3622A	hsa-mir-3622a
chr8	27886039	27886116	-	ENSG00000265847	microRNA 4287 [Source:HGNC Symbol;Acc:HGNC:38208]	MIR4287	hsa-mir-4287
chr8	28505116	28505182	-	ENSG00000265251	microRNA 4288 [Source:HGNC Symbol;Acc:HGNC:38203]	MIR4288	hsa-mir-4288
chr8	29957272	29957348	-	ENSG00000264788	microRNA 3148 [Source:HGNC Symbol;Acc:HGNC:38215]	MIR3148	hsa-mir-3148
chr8	41271048	41271143	-	ENSG00000263372	microRNA 548ao [Source:HGNC Symbol;Acc:HGNC:43539]	MIR548AO	hsa-mir-548ao
chr8	41660444	41660507	+	ENSG00000283450	microRNA 486-2 [Source:HGNC Symbol;Acc:HGNC:50213]	MIR486-2	hsa-mir-486-2
chr8	42896197	42896275	-	ENSG00000284062	microRNA 4469 [Source:HGNC Symbol;Acc:HGNC:41556]	MIR4469	hsa-mir-4469
chr8	61714788	61714859	+	ENSG00000264408	microRNA 4470 [Source:HGNC Symbol;Acc:HGNC:41833]	MIR4470	hsa-mir-4470
chr8	64379149	64379257	+	ENSG00000207816	microRNA 124-2 [Source:HGNC Symbol;Acc:HGNC:31503]	MIR124-2	hsa-mir-124-2
chr8	74548543	74548617	+	ENSG00000266502	microRNA 5681a [Source:HGNC Symbol;Acc:HGNC:43518]	MIR5681A	hsa-mir-5681a
chr8	74548550	74548609	-	ENSG00000283505	microRNA 5681b [Source:HGNC Symbol;Acc:HGNC:43538]	MIR5681B	hsa-mir-5681b
chr8	74705693	74705747	+	ENSG00000283188	microRNA 2052 [Source:HGNC Symbol;Acc:HGNC:37068]	MIR2052	hsa-mir-2052
chr8	76966768	76966850	-	ENSG00000266712	microRNA 3149 [Source:HGNC Symbol;Acc:HGNC:38251]	MIR3149	hsa-mir-3149
chr8	80241389	80241473	+	ENSG00000265588	microRNA 5708 [Source:HGNC Symbol;Acc:HGNC:43511]	MIR5708	hsa-mir-5708
chr8	91205485	91205559	+	ENSG00000266194	microRNA 4661 [Source:HGNC Symbol;Acc:HGNC:41582]	MIR4661	hsa-mir-4661
