chr	start	end	strand	ens_id	description	symbol
chr9	5334969	5339873	-	ENSG00000107018	relaxin 1 [Source:HGNC Symbol;Acc:HGNC:10026]	RLN1
chr9	5357973	5437878	-	ENSG00000107020	plasminogen receptor with a C-terminal lysine [Source:HGNC Symbol;Acc:HGNC:23633]	PLGRKT
chr9	5450503	5470566	+	ENSG00000120217	CD274 molecule [Source:HGNC Symbol;Acc:HGNC:17635]	CD274
chr9	5510570	5571254	+	ENSG00000197646	programmed cell death 1 ligand 2 [Source:HGNC Symbol;Acc:HGNC:18731]	PDCD1LG2
chr9	5629025	5776557	+	ENSG00000107036	RIC1 homolog, RAB6A GEF complex partner 1 [Source:HGNC Symbol;Acc:HGNC:17686]	RIC1
chr9	5765076	5833117	-	ENSG00000099219	endoplasmic reticulum metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:23703]	ERMP1
chr9	5881596	6007901	-	ENSG00000183354	KIAA2026 [Source:HGNC Symbol;Acc:HGNC:23378]	KIAA2026
chr9	5890802	5910606	+	ENSG00000120215	melan-A [Source:HGNC Symbol;Acc:HGNC:7124]	MLANA
chr9	6011043	6015625	-	ENSG00000137040	RAN binding protein 6 [Source:HGNC Symbol;Acc:HGNC:9851]	RANBP6
chr9	6215786	6257983	+	ENSG00000137033	interleukin 33 [Source:HGNC Symbol;Acc:HGNC:16028]	IL33
chr9	6328375	6331900	+	ENSG00000170777	tumor protein D52 like 3 [Source:HGNC Symbol;Acc:HGNC:23382]	TPD52L3
chr9	6413151	6507054	+	ENSG00000147854	ubiquitin like with PHD and ring finger domains 2 [Source:HGNC Symbol;Acc:HGNC:12557]	UHRF2
chr9	6532464	6645650	-	ENSG00000178445	glycine decarboxylase [Source:HGNC Symbol;Acc:HGNC:4313]	GLDC
chr9	6757641	7175648	+	ENSG00000107077	lysine demethylase 4C [Source:HGNC Symbol;Acc:HGNC:17071]	KDM4C
chr9	7796490	7888380	-	ENSG00000137038	transmembrane protein 261 [Source:HGNC Symbol;Acc:HGNC:30536]	TMEM261
chr9	8314246	10612723	-	ENSG00000153707	protein tyrosine phosphatase, receptor type D [Source:HGNC Symbol;Acc:HGNC:9668]	PTPRD
chr9	12685439	12710290	+	ENSG00000107165	tyrosinase related protein 1 [Source:HGNC Symbol;Acc:HGNC:12450]	TYRP1
chr9	12775021	12822131	+	ENSG00000153714	leucine rich adaptor protein 1 like [Source:HGNC Symbol;Acc:HGNC:31452]	LURAP1L
chr9	13105704	13279590	-	ENSG00000107186	multiple PDZ domain crumbs cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:7208]	MPDZ
chr9	14081843	14398983	-	ENSG00000147862	nuclear factor I B [Source:HGNC Symbol;Acc:HGNC:7785]	NFIB
chr9	14611071	14693471	-	ENSG00000175893	zinc finger DHHC-type containing 21 [Source:HGNC Symbol;Acc:HGNC:20750]	ZDHHC21
chr9	14719724	14722717	-	ENSG00000147869	cerberus 1, DAN family BMP antagonist [Source:HGNC Symbol;Acc:HGNC:1862]	CER1
chr9	14734666	14910995	-	ENSG00000164946	FRAS1 related extracellular matrix 1 [Source:HGNC Symbol;Acc:HGNC:23399]	FREM1
chr9	15163622	15307360	-	ENSG00000155158	tetratricopeptide repeat domain 39B [Source:HGNC Symbol;Acc:HGNC:23704]	TTC39B
chr9	15422704	15465953	+	ENSG00000164975	small nuclear RNA activating complex polypeptide 3 [Source:HGNC Symbol;Acc:HGNC:11136]	SNAPC3
chr9	15464066	15511019	-	ENSG00000164985	PC4 and SFRS1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9527]	PSIP1
chr9	15552897	16061663	+	ENSG00000164989	coiled-coil domain containing 171 [Source:HGNC Symbol;Acc:HGNC:29828]	CCDC171
chr9	16203935	16276313	-	ENSG00000205549	chromosome 9 open reading frame 92 [Source:HGNC Symbol;Acc:HGNC:19054]	C9orf92
chr9	16409503	16870843	-	ENSG00000173068	basonuclin 2 [Source:HGNC Symbol;Acc:HGNC:30988]	BNC2
chr9	17134982	17503923	+	ENSG00000044459	centlein [Source:HGNC Symbol;Acc:HGNC:23432]	CNTLN
chr9	17579082	17797129	+	ENSG00000107295	SH3 domain containing GRB2 like 2, endophilin A1 [Source:HGNC Symbol;Acc:HGNC:10831]	SH3GL2
chr9	17906563	18910950	+	ENSG00000178031	ADAMTS like 1 [Source:HGNC Symbol;Acc:HGNC:14632]	ADAMTSL1
chr9	18927658	19049354	-	ENSG00000155875	stabilizer of axonemal microtubules 1 [Source:HGNC Symbol;Acc:HGNC:28566]	SAXO1
chr9	19049395	19050983	+	ENSG00000155876	Ras related GTP binding A [Source:HGNC Symbol;Acc:HGNC:16963]	RRAGA
chr9	19053143	19103119	-	ENSG00000147874	HAUS augmin like complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:25948]	HAUS6
chr9	19108375	19149290	-	ENSG00000147872	perilipin 2 [Source:HGNC Symbol;Acc:HGNC:248]	PLIN2
chr9	19230435	19373545	+	ENSG00000137145	DENN domain containing 4C [Source:HGNC Symbol;Acc:HGNC:26079]	DENND4C
chr9	19375715	19380254	-	ENSG00000137154	ribosomal protein S6 [Source:HGNC Symbol;Acc:HGNC:10429]	RPS6
chr9	19409059	19452020	+	ENSG00000177076	alkaline ceramidase 2 [Source:HGNC Symbol;Acc:HGNC:23675]	ACER2
chr9	19507452	19786928	-	ENSG00000155886	solute carrier family 24 member 2 [Source:HGNC Symbol;Acc:HGNC:10976]	SLC24A2
chr9	20341665	20622543	-	ENSG00000171843	MLLT3, super elongation complex subunit [Source:HGNC Symbol;Acc:HGNC:7136]	MLLT3
chr9	20658309	20995955	+	ENSG00000188352	focadhesin [Source:HGNC Symbol;Acc:HGNC:23377]	FOCAD
chr9	20999515	21031636	-	ENSG00000188921	3-hydroxyacyl-CoA dehydratase 4 [Source:HGNC Symbol;Acc:HGNC:20920]	HACD4
chr9	21077105	21077963	-	ENSG00000171855	interferon beta 1 [Source:HGNC Symbol;Acc:HGNC:5434]	IFNB1
chr9	21140214	21142145	-	ENSG00000177047	interferon omega 1 [Source:HGNC Symbol;Acc:HGNC:5448]	IFNW1
chr9	21165637	21166660	-	ENSG00000137080	interferon alpha 21 [Source:HGNC Symbol;Acc:HGNC:5424]	IFNA21
chr9	21186694	21187671	-	ENSG00000236637	interferon alpha 4 [Source:HGNC Symbol;Acc:HGNC:5425]	IFNA4
chr9	21201469	21202205	-	ENSG00000214042	interferon alpha 7 [Source:HGNC Symbol;Acc:HGNC:5428]	IFNA7
chr9	21206181	21207143	-	ENSG00000186803	interferon alpha 10 [Source:HGNC Symbol;Acc:HGNC:5418]	IFNA10
chr9	21216373	21217311	-	ENSG00000147885	interferon alpha 16 [Source:HGNC Symbol;Acc:HGNC:5421]	IFNA16
chr9	21227243	21228222	-	ENSG00000234829	interferon alpha 17 [Source:HGNC Symbol;Acc:HGNC:5422]	IFNA17
chr9	21239002	21239991	-	ENSG00000228083	interferon alpha 14 [Source:HGNC Symbol;Acc:HGNC:5420]	IFNA14
chr9	21304326	21305312	-	ENSG00000147873	interferon alpha 5 [Source:HGNC Symbol;Acc:HGNC:5426]	IFNA5
chr9	21329671	21335380	-	ENSG00000198642	kelch like family member 9 [Source:HGNC Symbol;Acc:HGNC:18732]	KLHL9
chr9	21349835	21351378	-	ENSG00000120235	interferon alpha 6 [Source:HGNC Symbol;Acc:HGNC:5427]	IFNA6
chr9	21367424	21368962	-	ENSG00000233816	interferon alpha 13 [Source:HGNC Symbol;Acc:HGNC:5419]	IFNA13
chr9	21384254	21385388	-	ENSG00000188379	interferon alpha 2 [Source:HGNC Symbol;Acc:HGNC:5423]	IFNA2
chr9	21409147	21410185	+	ENSG00000120242	interferon alpha 8 [Source:HGNC Symbol;Acc:HGNC:5429]	IFNA8
chr9	21409169	21441316	+	ENSG00000197919	interferon alpha 1 [Source:HGNC Symbol;Acc:HGNC:5417]	IFNA1
chr9	21480839	21482313	-	ENSG00000184995	interferon epsilon [Source:HGNC Symbol;Acc:HGNC:18163]	IFNE
chr9	21802543	21937651	+	ENSG00000099810	methylthioadenosine phosphorylase [Source:HGNC Symbol;Acc:HGNC:7413]	MTAP
chr9	21967753	21995301	-	ENSG00000147889	cyclin dependent kinase inhibitor 2A [Source:HGNC Symbol;Acc:HGNC:1787]	CDKN2A
chr9	22002903	22009363	-	ENSG00000147883	cyclin dependent kinase inhibitor 2B [Source:HGNC Symbol;Acc:HGNC:1788]	CDKN2B
chr9	22446841	22455740	+	ENSG00000176399	DMRT like family A1 [Source:HGNC Symbol;Acc:HGNC:13826]	DMRTA1
chr9	23690104	23826337	-	ENSG00000107105	ELAV like RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:3313]	ELAVL2
chr9	24542952	24545946	-	ENSG00000205442	IZUMO family member 3 [Source:HGNC Symbol;Acc:HGNC:31421]	IZUMO3
chr9	25676389	25678440	-	ENSG00000198680	tumor suppressor candidate 1 [Source:HGNC Symbol;Acc:HGNC:31010]	TUSC1
chr9	26840685	26892804	-	ENSG00000120159	caspase activity and apoptosis inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:25834]	CAAP1
chr9	26904083	26947463	-	ENSG00000137055	phospholipase A2 activating protein [Source:HGNC Symbol;Acc:HGNC:9043]	PLAA
chr9	26947039	27062930	+	ENSG00000096872	intraflagellar transport 74 [Source:HGNC Symbol;Acc:HGNC:21424]	IFT74
chr9	26993136	27005693	-	ENSG00000184434	leucine rich repeat containing 19 [Source:HGNC Symbol;Acc:HGNC:23379]	LRRC19
chr9	27109141	27230175	+	ENSG00000120156	TEK receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11724]	TEK
chr9	27284659	27297139	-	ENSG00000120160	equatorin [Source:HGNC Symbol;Acc:HGNC:1359]	EQTN
chr9	27325209	27529781	-	ENSG00000120162	MOB kinase activator 3B [Source:HGNC Symbol;Acc:HGNC:23825]	MOB3B
chr9	27524314	27526498	+	ENSG00000147896	interferon kappa [Source:HGNC Symbol;Acc:HGNC:21714]	IFNK
chr9	27546545	27573866	-	ENSG00000147894	chromosome 9 open reading frame 72 [Source:HGNC Symbol;Acc:HGNC:28337]	C9orf72
chr9	27948078	28670286	-	ENSG00000174482	leucine rich repeat and Ig domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21207]	LINGO2
chr9	32384603	32454769	+	ENSG00000122729	aconitase 1 [Source:HGNC Symbol;Acc:HGNC:117]	ACO1
chr9	32455705	32526324	-	ENSG00000107201	DExD/H-box helicase 58 [Source:HGNC Symbol;Acc:HGNC:19102]	DDX58
chr9	32540544	32552553	-	ENSG00000197579	TOP1 binding arginine/serine rich protein [Source:HGNC Symbol;Acc:HGNC:21653]	TOPORS
chr9	32551144	32567005	+	ENSG00000235453	TOPORS antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:31420]	TOPORS-AS1
chr9	32552999	32573184	-	ENSG00000165264	NADH:ubiquinone oxidoreductase subunit B6 [Source:HGNC Symbol;Acc:HGNC:7701]	NDUFB6
chr9	32566789	32568621	+	ENSG00000241043	GVQW motif containing 1 [Source:HGNC Symbol;Acc:HGNC:31424]	GVQW1
chr9	32629454	32635669	-	ENSG00000122728	TATA-box binding protein associated factor 1 like [Source:HGNC Symbol;Acc:HGNC:18056]	TAF1L
chr9	32783499	32787399	+	ENSG00000188133	transmembrane protein 215 [Source:HGNC Symbol;Acc:HGNC:33816]	TMEM215
chr9	32972606	33025168	-	ENSG00000137074	aprataxin [Source:HGNC Symbol;Acc:HGNC:15984]	APTX
chr9	33025211	33039907	+	ENSG00000086061	DnaJ heat shock protein family (Hsp40) member A1 [Source:HGNC Symbol;Acc:HGNC:5229]	DNAJA1
chr9	33041764	33076659	-	ENSG00000122692	DNA replication regulator and spliceosomal factor [Source:HGNC Symbol;Acc:HGNC:18247]	SMU1
chr9	33104082	33167356	-	ENSG00000086062	beta-1,4-galactosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:924]	B4GALT1
chr9	33218365	33248567	+	ENSG00000122711	serine peptidase inhibitor, Kazal type 4 [Source:HGNC Symbol;Acc:HGNC:16646]	SPINK4
chr9	33247820	33264761	-	ENSG00000107262	BCL2 associated athanogene 1 [Source:HGNC Symbol;Acc:HGNC:937]	BAG1
chr9	33264879	33282069	+	ENSG00000086065	charged multivesicular body protein 5 [Source:HGNC Symbol;Acc:HGNC:26942]	CHMP5
chr9	33290511	33371157	+	ENSG00000086102	nuclear transcription factor, X-box binding 1 [Source:HGNC Symbol;Acc:HGNC:7803]	NFX1
chr9	33383179	33402682	-	ENSG00000165269	aquaporin 7 [Source:HGNC Symbol;Acc:HGNC:640]	AQP7
chr9	33441154	33447611	-	ENSG00000165272	aquaporin 3 (Gill blood group) [Source:HGNC Symbol;Acc:HGNC:636]	AQP3
chr9	33461441	33473930	-	ENSG00000165271	nucleolar protein 6 [Source:HGNC Symbol;Acc:HGNC:19910]	NOL6
chr9	33524394	33573009	+	ENSG00000230453	ankyrin repeat domain 18B [Source:HGNC Symbol;Acc:HGNC:23644]	ANKRD18B
chr9	33750466	33799231	+	ENSG00000010438	protease, serine 3 [Source:HGNC Symbol;Acc:HGNC:9486]	PRSS3
chr9	33817567	33920404	+	ENSG00000107341	ubiquitin conjugating enzyme E2 R2 [Source:HGNC Symbol;Acc:HGNC:19907]	UBE2R2
chr9	33921693	34048949	-	ENSG00000137073	ubiquitin associated protein 2 [Source:HGNC Symbol;Acc:HGNC:14185]	UBAP2
chr9	34086387	34127399	-	ENSG00000198876	DDB1 and CUL4 associated factor 12 [Source:HGNC Symbol;Acc:HGNC:19911]	DCAF12
chr9	34179005	34252523	+	ENSG00000165006	ubiquitin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:12461]	UBAP1
chr9	34252381	34311371	-	ENSG00000186638	kinesin family member 24 [Source:HGNC Symbol;Acc:HGNC:19916]	KIF24
chr9	34329506	34343713	+	ENSG00000164978	nudix hydrolase 2 [Source:HGNC Symbol;Acc:HGNC:8049]	NUDT2
chr9	34366670	34376853	-	ENSG00000164976	KIAA1161 [Source:HGNC Symbol;Acc:HGNC:19918]	KIAA1161
chr9	34379019	34397832	-	ENSG00000164972	chromosome 9 open reading frame 24 [Source:HGNC Symbol;Acc:HGNC:19919]	C9orf24
chr9	34398184	34458570	-	ENSG00000164970	family with sequence similarity 219 member A [Source:HGNC Symbol;Acc:HGNC:19920]	FAM219A
chr9	34457414	34520989	+	ENSG00000122735	dynein axonemal intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:2954]	DNAI1
chr9	34521040	34523041	-	ENSG00000168913	energy homeostasis associated [Source:HGNC Symbol;Acc:HGNC:24838]	ENHO
chr9	34551432	34590140	-	ENSG00000122756	ciliary neurotrophic factor receptor [Source:HGNC Symbol;Acc:HGNC:2170]	CNTFR
chr9	34610486	34612104	-	ENSG00000164967	ribonuclease P/MRP subunit p25 like [Source:HGNC Symbol;Acc:HGNC:19909]	RPP25L
chr9	34613545	34620523	-	ENSG00000137100	dynactin subunit 3 [Source:HGNC Symbol;Acc:HGNC:2713]	DCTN3
chr9	34621379	34628107	-	ENSG00000205143	AT-rich interaction domain 3C [Source:HGNC Symbol;Acc:HGNC:21209]	ARID3C
chr9	34634722	34637809	-	ENSG00000147955	sigma non-opioid intracellular receptor 1 [Source:HGNC Symbol;Acc:HGNC:8157]	SIGMAR1
chr9	34638133	34651035	+	ENSG00000213930	galactose-1-phosphate uridylyltransferase [Source:HGNC Symbol;Acc:HGNC:4135]	GALT
chr9	34650702	34661892	+	ENSG00000137070	interleukin 11 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:5967]	IL11RA
chr9	34661880	34664048	-	ENSG00000213927	C-C motif chemokine ligand 27 [Source:HGNC Symbol;Acc:HGNC:10626]	CCL27
chr9	34689567	34691277	-	ENSG00000172724	C-C motif chemokine ligand 19 [Source:HGNC Symbol;Acc:HGNC:10617]	CCL19
chr9	34709005	34710124	-	ENSG00000137077	C-C motif chemokine ligand 21 [Source:HGNC Symbol;Acc:HGNC:10620]	CCL21
chr9	34723055	34729467	-	ENSG00000205108	family with sequence similarity 205 member A [Source:HGNC Symbol;Acc:HGNC:41911]	FAM205A
chr9	34889064	34895778	-	ENSG00000187791	family with sequence similarity 205 member C [Source:HGNC Symbol;Acc:HGNC:42673]	FAM205C
chr9	34957608	34982544	+	ENSG00000122733	PHD finger protein 24 [Source:HGNC Symbol;Acc:HGNC:29180]	PHF24
chr9	34989641	34998900	+	ENSG00000137094	DnaJ heat shock protein family (Hsp40) member B5 [Source:HGNC Symbol;Acc:HGNC:14887]	DNAJB5
chr9	35041095	35045991	+	ENSG00000174038	chromosome 9 open reading frame 131 [Source:HGNC Symbol;Acc:HGNC:31418]	C9orf131
chr9	35056064	35073249	-	ENSG00000165280	valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666]	VCP
chr9	35073835	35080016	-	ENSG00000221829	Fanconi anemia complementation group G [Source:HGNC Symbol;Acc:HGNC:3588]	FANCG
chr9	35088688	35096601	-	ENSG00000165282	phosphatidylinositol glycan anchor biosynthesis class O [Source:HGNC Symbol;Acc:HGNC:23215]	PIGO
chr9	35099776	35103195	-	ENSG00000165283	stomatin like 2 [Source:HGNC Symbol;Acc:HGNC:14559]	STOML2
chr9	35104112	35116341	-	ENSG00000005238	family with sequence similarity 214 member B [Source:HGNC Symbol;Acc:HGNC:25666]	FAM214B
chr9	35161992	35405338	+	ENSG00000198722	unc-13 homolog B [Source:HGNC Symbol;Acc:HGNC:12566]	UNC13B
chr9	35490127	35561898	+	ENSG00000198853	RUN and SH3 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23625]	RUSC2
chr9	35561831	35563899	-	ENSG00000215187	family with sequence similarity 166 member B [Source:HGNC Symbol;Acc:HGNC:34242]	FAM166B
chr9	35605305	35610041	+	ENSG00000107140	testis-specific kinase 1 [Source:HGNC Symbol;Acc:HGNC:11731]	TESK1
chr9	35609533	35646810	-	ENSG00000137101	CD72 molecule [Source:HGNC Symbol;Acc:HGNC:1696]	CD72
chr9	35649295	35650950	-	ENSG00000137078	signaling threshold regulating transmembrane adaptor 1 [Source:HGNC Symbol;Acc:HGNC:17710]	SIT1
chr9	35658290	35661511	+	ENSG00000159884	coiled-coil domain containing 107 [Source:HGNC Symbol;Acc:HGNC:28465]	CCDC107
chr9	35658875	35675866	-	ENSG00000137135	Rho guanine nucleotide exchange factor 39 [Source:HGNC Symbol;Acc:HGNC:25909]	ARHGEF39
chr9	35673856	35681159	+	ENSG00000107159	carbonic anhydrase 9 [Source:HGNC Symbol;Acc:HGNC:1383]	CA9
chr9	35681992	35691020	-	ENSG00000198467	tropomyosin 2 (beta) [Source:HGNC Symbol;Acc:HGNC:12011]	TPM2
chr9	35696948	35732395	-	ENSG00000137076	talin 1 [Source:HGNC Symbol;Acc:HGNC:11845]	TLN1
chr9	35732335	35737004	+	ENSG00000107175	cAMP responsive element binding protein 3 [Source:HGNC Symbol;Acc:HGNC:2347]	CREB3
chr9	35736866	35749228	-	ENSG00000070610	glucosylceramidase beta 2 [Source:HGNC Symbol;Acc:HGNC:18986]	GBA2
chr9	35749287	35758575	+	ENSG00000107185	RGP1 homolog, RAB6A GEF complex partner 1 [Source:HGNC Symbol;Acc:HGNC:21965]	RGP1
chr9	35752990	35756613	-	ENSG00000215183	microseminoprotein, prostate associated [Source:HGNC Symbol;Acc:HGNC:29663]	MSMP
chr9	35792154	35809732	+	ENSG00000159899	natriuretic peptide receptor 2 [Source:HGNC Symbol;Acc:HGNC:7944]	NPR2
chr9	35808045	35812272	-	ENSG00000137098	sperm associated antigen 8 [Source:HGNC Symbol;Acc:HGNC:14105]	SPAG8
chr9	35812960	35815354	-	ENSG00000137133	histidine triad nucleotide binding protein 2 [Source:HGNC Symbol;Acc:HGNC:18344]	HINT2
chr9	35814451	35854847	+	ENSG00000137103	transmembrane protein 8B [Source:HGNC Symbol;Acc:HGNC:21427]	TMEM8B
chr9	35816391	35828747	-	ENSG00000204930	family with sequence similarity 221 member B [Source:HGNC Symbol;Acc:HGNC:30762]	FAM221B
chr9	35906192	35907141	+	ENSG00000196196	histidine rich carboxyl terminus 1 [Source:HGNC Symbol;Acc:HGNC:33872]	HRCT1
chr9	35909483	35937153	+	ENSG00000235387	long intergenic non-protein coding RNA 961 [Source:HGNC Symbol;Acc:HGNC:27244]	LINC00961
chr9	36036433	36124451	+	ENSG00000122707	reversion inducing cysteine rich protein with kazal motifs [Source:HGNC Symbol;Acc:HGNC:11345]	RECK
chr9	36136536	36163913	+	ENSG00000122694	GLI pathogenesis related 2 [Source:HGNC Symbol;Acc:HGNC:18007]	GLIPR2
chr9	36169394	36171334	+	ENSG00000185972	calicin [Source:HGNC Symbol;Acc:HGNC:1568]	CCIN
chr9	36190856	36304781	+	ENSG00000122705	clathrin light chain A [Source:HGNC Symbol;Acc:HGNC:2090]	CLTA
chr9	36214441	36277056	-	ENSG00000159921	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase [Source:HGNC Symbol;Acc:HGNC:23657]	GNE
chr9	36336396	36487548	-	ENSG00000137075	ring finger protein 38 [Source:HGNC Symbol;Acc:HGNC:18052]	RNF38
chr9	36572862	36677683	+	ENSG00000165304	maternal embryonic leucine zipper kinase [Source:HGNC Symbol;Acc:HGNC:16870]	MELK
chr9	36833275	37034185	-	ENSG00000196092	paired box 5 [Source:HGNC Symbol;Acc:HGNC:8619]	PAX5
chr9	37120539	37358149	+	ENSG00000147905	zinc finger CCHC-type containing 7 [Source:HGNC Symbol;Acc:HGNC:26209]	ZCCHC7
chr9	37422666	37436990	+	ENSG00000137106	glyoxylate and hydroxypyruvate reductase [Source:HGNC Symbol;Acc:HGNC:4570]	GRHPR
chr9	37438114	37465399	-	ENSG00000168795	zinc finger and BTB domain containing 5 [Source:HGNC Symbol;Acc:HGNC:23836]	ZBTB5
chr9	37485935	37503697	+	ENSG00000137054	RNA polymerase I subunit E [Source:HGNC Symbol;Acc:HGNC:17631]	POLR1E
chr9	37510892	37576349	-	ENSG00000147912	F-box protein 10 [Source:HGNC Symbol;Acc:HGNC:13589]	FBXO10
chr9	37582646	37592642	-	ENSG00000175768	translocase of outer mitochondrial membrane 5 [Source:HGNC Symbol;Acc:HGNC:31369]	TOMM5
chr9	37651000	37746904	+	ENSG00000070601	FERM and PDZ domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29159]	FRMPD1
chr9	37753803	37778972	+	ENSG00000165275	tRNA methyltransferase 10B [Source:HGNC Symbol;Acc:HGNC:26454]	TRMT10B
chr9	37766978	37801437	-	ENSG00000107371	exosome component 3 [Source:HGNC Symbol;Acc:HGNC:17944]	EXOSC3
chr9	37800502	37867666	+	ENSG00000122741	DDB1 and CUL4 associated factor 10 [Source:HGNC Symbol;Acc:HGNC:23686]	DCAF10
chr9	37879400	37904353	-	ENSG00000122696	solute carrier family 25 member 51 [Source:HGNC Symbol;Acc:HGNC:23323]	SLC25A51
chr9	37919134	38069211	-	ENSG00000107338	SH2 domain containing adaptor protein B [Source:HGNC Symbol;Acc:HGNC:10838]	SHB
chr9	38392664	38398661	+	ENSG00000137124	aldehyde dehydrogenase 1 family member B1 [Source:HGNC Symbol;Acc:HGNC:407]	ALDH1B1
chr9	38408994	38424447	-	ENSG00000137142	insulin like growth factor binding protein like 1 [Source:HGNC Symbol;Acc:HGNC:20081]	IGFBPL1
chr9	38571358	38620660	-	ENSG00000180071	ankyrin repeat domain 18A [Source:HGNC Symbol;Acc:HGNC:23643]	ANKRD18A
chr9	39072767	39288315	-	ENSG00000106714	contactin associated protein-like 3 [Source:HGNC Symbol;Acc:HGNC:13834]	CNTNAP3
chr9	39355669	39361959	+	ENSG00000204849	SPATA31 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:23394]	SPATA31A1
chr9	40223285	40266392	+	ENSG00000183148	ankyrin repeat domain 20 family member A2 [Source:HGNC Symbol;Acc:HGNC:31979]	ANKRD20A2
chr9	41126430	41128463	-	ENSG00000273514	forkhead box D4-like 6 [Source:HGNC Symbol;Acc:HGNC:31986]	FOXD4L6
chr9	41131306	41199261	-	ENSG00000215126	COBW domain containing 7 [Source:HGNC Symbol;Acc:HGNC:31977]	CBWD7
chr9	41890314	42129510	-	ENSG00000154529	contactin associated protein-like 3B [Source:HGNC Symbol;Acc:HGNC:32035]	CNTNAP3B
chr9	42183659	42189882	+	ENSG00000185775	SPATA31 subfamily A member 6 [Source:HGNC Symbol;Acc:HGNC:32006]	SPATA31A6
chr9	60914374	60920650	+	ENSG00000276581	SPATA31 subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:32005]	SPATA31A5
chr9	61190003	61196280	+	ENSG00000276040	SPATA31 subfamily A member 7 [Source:HGNC Symbol;Acc:HGNC:32007]	SPATA31A7
chr9	64369394	64413142	+	ENSG00000172014	ankyrin repeat domain 20 family member A4 [Source:HGNC Symbol;Acc:HGNC:31982]	ANKRD20A4
chr9	65282101	65285209	-	ENSG00000204779	forkhead box D4-like 5 [Source:HGNC Symbol;Acc:HGNC:18522]	FOXD4L5
chr9	65668805	65734041	+	ENSG00000147996	COBW domain containing 5 [Source:HGNC Symbol;Acc:HGNC:24584]	CBWD5
chr9	65736555	65738784	+	ENSG00000184659	forkhead box D4-like 4 [Source:HGNC Symbol;Acc:HGNC:23762]	FOXD4L4
chr9	66106815	66153135	-	ENSG00000276203	ankyrin repeat domain 20 family member A3 [Source:HGNC Symbol;Acc:HGNC:31981]	ANKRD20A3
chr9	66856426	66932141	+	ENSG00000274349	zinc finger protein 658 [Source:HGNC Symbol;Acc:HGNC:25226]	ZNF658
chr9	66986304	66992583	-	ENSG00000275969	SPATA31 subfamily A member 3 [Source:HGNC Symbol;Acc:HGNC:32003]	SPATA31A3
chr9	67859147	67902094	+	ENSG00000260691	ankyrin repeat domain 20 family member A1 [Source:HGNC Symbol;Acc:HGNC:23665]	ANKRD20A1
chr9	68232003	68300015	+	ENSG00000196873	COBW domain containing 3 [Source:HGNC Symbol;Acc:HGNC:18519]	CBWD3
chr9	68302867	68304905	+	ENSG00000187559	forkhead box D4-like 3 [Source:HGNC Symbol;Acc:HGNC:18523]	FOXD4L3
chr9	68328308	68531061	+	ENSG00000154330	phosphoglucomutase 5 [Source:HGNC Symbol;Acc:HGNC:8908]	PGM5
chr9	68536580	68540867	-	ENSG00000181778	transmembrane protein 252 [Source:HGNC Symbol;Acc:HGNC:28537]	TMEM252
chr9	68705414	69009176	+	ENSG00000107242	phosphatidylinositol-4-phosphate 5-kinase type 1 beta [Source:HGNC Symbol;Acc:HGNC:8995]	PIP5K1B
chr9	68780055	68784608	+	ENSG00000187866	family with sequence similarity 122A [Source:HGNC Symbol;Acc:HGNC:23490]	FAM122A
chr9	69012529	69014113	-	ENSG00000165059	protein kinase cAMP-activated catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:9382]	PRKACG
chr9	69035259	69100178	+	ENSG00000165060	frataxin [Source:HGNC Symbol;Acc:HGNC:3951]	FXN
chr9	69121264	69255208	+	ENSG00000119139	tight junction protein 2 [Source:HGNC Symbol;Acc:HGNC:11828]	TJP2
chr9	69324572	69392455	+	ENSG00000135063	family with sequence similarity 189 member A2 [Source:HGNC Symbol;Acc:HGNC:24820]	FAM189A2
chr9	69427530	69672306	-	ENSG00000107282	amyloid beta precursor protein binding family A member 1 [Source:HGNC Symbol;Acc:HGNC:578]	APBA1
chr9	69709522	69759959	-	ENSG00000188647	protein prenyltransferase alpha subunit repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:30449]	PTAR1
chr9	69820793	69906232	+	ENSG00000204711	chromosome 9 open reading frame 135 [Source:HGNC Symbol;Acc:HGNC:31422]	C9orf135
