chr	start	end	strand	ens_id	description	symbol
chr5	50969660	50970187	+	ENSG00000248918		
chr5	51451158	51462089	+	ENSG00000251125		
chr5	52008031	52080987	+	ENSG00000248789	long intergenic non-protein coding RNA 2118 [Source:HGNC Symbol;Acc:HGNC:52974]	LINC02118
chr5	53776644	53819686	-	ENSG00000250447	long intergenic non-protein coding RNA 2105 [Source:HGNC Symbol;Acc:HGNC:52960]	LINC02105
chr5	53880293	53881051	-	ENSG00000272416		
chr5	54320944	54415125	+	ENSG00000249069	long intergenic non-protein coding RNA 1033 [Source:HGNC Symbol;Acc:HGNC:49019]	LINC01033
chr5	54956235	54957846	-	ENSG00000249016		
chr5	55054428	55055140	+	ENSG00000251376		
chr5	55063179	55066230	+	ENSG00000248029		
chr5	56059050	56067372	+	ENSG00000249236		
chr5	56313905	56321397	-	ENSG00000249697		
chr5	56457795	56481946	-	ENSG00000248727	long intergenic non-protein coding RNA 1948 [Source:HGNC Symbol;Acc:HGNC:52772]	LINC01948
chr5	56770799	56772303	+	ENSG00000228650		
chr5	57574027	57614341	+	ENSG00000248294		
chr5	57614389	57617431	+	ENSG00000249436		
chr5	57751192	57751717	-	ENSG00000249198		
chr5	57890327	57899162	-	ENSG00000249584		
chr5	58108082	58122341	-	ENSG00000248132	long intergenic non-protein coding RNA 2101 [Source:HGNC Symbol;Acc:HGNC:52956]	LINC02101
chr5	58541567	58558243	-	ENSG00000250127	long intergenic non-protein coding RNA 2108 [Source:HGNC Symbol;Acc:HGNC:52963]	LINC02108
chr5	60487713	60547657	+	ENSG00000152931	prostate androgen-regulated transcript 1 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:17263]	PART1
chr5	60866457	60866935	-	ENSG00000272308		
chr5	61201309	61264929	-	ENSG00000249279	long intergenic non-protein coding RNA 2057 [Source:HGNC Symbol;Acc:HGNC:52900]	LINC02057
chr5	61732774	61735669	-	ENSG00000251575	C5orf64 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:52969]	C5orf64-AS1
chr5	61878109	61886129	+	ENSG00000248199		
chr5	65020038	65020551	+	ENSG00000272370		
chr5	65020614	65020989	+	ENSG00000272354		
chr5	65486444	65487048	-	ENSG00000250081		
chr5	65924629	65925135	-	ENSG00000269961		
chr5	66206212	66209447	-	ENSG00000248846	long intergenic non-protein coding RNA 2065 [Source:HGNC Symbol;Acc:HGNC:52910]	LINC02065
chr5	66298468	66322944	+	ENSG00000251391		
chr5	66507544	66511604	-	ENSG00000250313		
chr5	67268022	67270182	+	ENSG00000251206		
chr5	67379378	67805238	+	ENSG00000249364		
chr5	67632266	67646789	-	ENSG00000249736		
chr5	67699429	67902600	-	ENSG00000250421		
chr5	67800740	67890096	-	ENSG00000249894		
chr5	68189876	68198407	+	ENSG00000253787	long intergenic non-protein coding RNA 2219 [Source:HGNC Symbol;Acc:HGNC:53086]	LINC02219
chr5	68374765	68375292	+	ENSG00000251044		
chr5	68430427	68434481	-	ENSG00000248884		
chr5	68523878	68530007	+	ENSG00000249588		
chr5	68531690	68533530	-	ENSG00000248359		
chr5	68832585	68962158	-	ENSG00000249335		
chr5	68963246	68967845	+	ENSG00000250066		
chr5	68970692	69030165	-	ENSG00000249352	long intergenic non-protein coding RNA 2198 [Source:HGNC Symbol;Acc:HGNC:53064]	LINC02198
chr5	69038518	69043821	-	ENSG00000250237		
chr5	70449636	70450353	+	ENSG00000269983		
chr5	71351855	71446342	-	ENSG00000250387	long intergenic non-protein coding RNA 2197 [Source:HGNC Symbol;Acc:HGNC:53063]	LINC02197
chr5	71372676	71374898	-	ENSG00000253985		
chr5	71445616	71446569	+	ENSG00000249981		
chr5	72574120	72660669	-	ENSG00000248371	long intergenic non-protein coding RNA 2056 [Source:HGNC Symbol;Acc:HGNC:52898]	LINC02056
chr5	72687112	72762727	-	ENSG00000251613		
chr5	72953635	72954274	-	ENSG00000271926		
chr5	72955206	72955699	-	ENSG00000272081		
chr5	73213947	73294934	+	ENSG00000249743		
chr5	73337906	73338533	+	ENSG00000251543		
chr5	73446357	73446984	+	ENSG00000247993	FOXD1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50658]	FOXD1-AS1
chr5	73451498	73453395	+	ENSG00000251604	long intergenic non-protein coding RNA 1385 [Source:HGNC Symbol;Acc:HGNC:50657]	LINC01385
chr5	73497550	73498293	-	ENSG00000272525		
chr5	73952940	73954014	+	ENSG00000259968		
chr5	74084068	74103216	-	ENSG00000248474	long intergenic non-protein coding RNA 2122 [Source:HGNC Symbol;Acc:HGNC:52979]	LINC02122
chr5	74306410	74308325	-	ENSG00000248942	long intergenic non-protein coding RNA 1335 [Source:HGNC Symbol;Acc:HGNC:50542]	LINC01335
chr5	74321631	74340152	+	ENSG00000251041		
chr5	74322486	74328297	+	ENSG00000249343	long intergenic non-protein coding RNA 1333 [Source:HGNC Symbol;Acc:HGNC:50539]	LINC01333
chr5	74327995	74334766	-	ENSG00000250446	long intergenic non-protein coding RNA 1332 [Source:HGNC Symbol;Acc:HGNC:50540]	LINC01332
chr5	74369376	74536976	-	ENSG00000248673	long intergenic non-protein coding RNA 1331 [Source:HGNC Symbol;Acc:HGNC:50538]	LINC01331
chr5	74917726	75023928	-	ENSG00000249856		
chr5	75047719	75052843	-	ENSG00000250889	long intergenic non-protein coding RNA 1336 [Source:HGNC Symbol;Acc:HGNC:50543]	LINC01336
chr5	75363760	75364242	+	ENSG00000271815		
chr5	75608817	75609983	+	ENSG00000272040		
chr5	76081946	76084186	-	ENSG00000248127		
chr5	77942757	77946438	-	ENSG00000253572		
chr5	78342365	78360507	-	ENSG00000245556	SCAMP1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50544]	SCAMP1-AS1
chr5	80608623	80622524	-	ENSG00000251221	long intergenic non-protein coding RNA 1337 [Source:HGNC Symbol;Acc:HGNC:50546]	LINC01337
chr5	81851601	81852201	+	ENSG00000249483		
chr5	82545862	82546310	-	ENSG00000248393		
chr5	82586776	82587411	-	ENSG00000248870		
chr5	82765404	82766333	+	ENSG00000249100		
chr5	82850864	82859836	-	ENSG00000281327	long intergenic non-protein coding RNA 1338 [Source:HGNC Symbol;Acc:HGNC:50547]	LINC01338
chr5	82919376	82921119	-	ENSG00000248112		
chr5	82940458	82940983	-	ENSG00000249857		
chr5	83012285	83013109	-	ENSG00000249664		
chr5	83049376	83050964	-	ENSG00000271862		
chr5	85112342	85112756	-	ENSG00000249349		
chr5	85212958	85213614	-	ENSG00000249792		
chr5	85420028	85420451	-	ENSG00000248667		
chr5	85429702	85430184	+	ENSG00000249023		
chr5	85446974	85447758	+	ENSG00000249842		
chr5	85663232	85664684	+	ENSG00000250874		
chr5	85848502	85849199	+	ENSG00000249153		
chr5	86335024	86335808	+	ENSG00000248195		
chr5	86353803	86368854	+	ENSG00000248363		
chr5	86380660	86381426	-	ENSG00000250124		
chr5	86746818	86749772	+	ENSG00000250544	long intergenic non-protein coding RNA 2059 [Source:HGNC Symbol;Acc:HGNC:52902]	LINC02059
chr5	86797685	86800280	+	ENSG00000248701		
chr5	86967321	87137712	+	ENSG00000249061		
chr5	87205408	87240145	-	ENSG00000233828	long intergenic non-protein coding RNA 1949 [Source:HGNC Symbol;Acc:HGNC:25650]	LINC01949
chr5	87662042	87679147	+	ENSG00000249362		
chr5	87713135	87733269	-	ENSG00000248708	long intergenic non-protein coding RNA 2144 [Source:HGNC Symbol;Acc:HGNC:53004]	LINC02144
chr5	88408982	88439090	-	ENSG00000250156	long intergenic non-protein coding RNA 2060 [Source:HGNC Symbol;Acc:HGNC:52904]	LINC02060
chr5	88433892	88498697	-	ENSG00000271904		
chr5	88507546	88691041	-	ENSG00000245526	long intergenic non-protein coding RNA 461 [Source:HGNC Symbol;Acc:HGNC:42810]	LINC00461
chr5	88692645	88693972	-	ENSG00000250377		
chr5	89466537	89470039	-	ENSG00000250831		
chr5	89581209	89677701	+	ENSG00000250437	long intergenic non-protein coding RNA 2161 [Source:HGNC Symbol;Acc:HGNC:53022]	LINC02161
chr5	89900664	89904908	+	ENSG00000214942		
chr5	89944910	89947573	+	ENSG00000249265		
chr5	90353037	90356609	-	ENSG00000253321		
chr5	91223419	91223967	+	ENSG00000212930		
chr5	91226475	91227071	-	ENSG00000251093		
chr5	91280097	91281142	-	ENSG00000234292		
chr5	91303029	91314402	-	ENSG00000248323	lung cancer associated transcript 1 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:48498]	LUCAT1
chr5	91313057	91314402	-	ENSG00000271762		
chr5	91380349	91439085	+	ENSG00000281357	ARRDC3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44145]	ARRDC3-AS1
chr5	92082597	92479426	+	ENSG00000250049		
chr5	92329230	92332584	+	ENSG00000248864		
chr5	92410256	92660863	-	ENSG00000249776		
chr5	92654848	92679141	+	ENSG00000249169		
chr5	92675956	92688254	-	ENSG00000249984		
chr5	92826255	92844004	+	ENSG00000248588		
chr5	92907180	92939591	-	ENSG00000248528	long intergenic non-protein coding RNA 2058 [Source:HGNC Symbol;Acc:HGNC:52901]	LINC02058
chr5	93019663	93068669	-	ENSG00000251361		
chr5	93741640	93743500	+	ENSG00000272406		
chr5	95835943	95852721	-	ENSG00000251409		
chr5	95849309	95849855	+	ENSG00000272021		
chr5	95852232	95860133	+	ENSG00000236882	long intergenic non-protein coding RNA 1554 [Source:HGNC Symbol;Acc:HGNC:24687]	LINC01554
chr5	95964999	95986311	-	ENSG00000250955		
chr5	96050115	96215519	+	ENSG00000250551	MIR583 host gene [Source:HGNC Symbol;Acc:HGNC:53061]	MIR583HG
chr5	96213346	96215075	-	ENSG00000249746		
chr5	96247776	96278751	+	ENSG00000250158		
chr5	97089075	97437217	+	ENSG00000251513	LIX1 and RIOK2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:52976]	LIX1-AS1
chr5	97223371	97227957	-	ENSG00000251054		
chr5	97504696	97671046	+	ENSG00000250331	long intergenic non-protein coding RNA 1340 [Source:HGNC Symbol;Acc:HGNC:50550]	LINC01340
chr5	97881420	97922695	+	ENSG00000248202		
chr5	98086260	98161193	-	ENSG00000248901	long intergenic non-protein coding RNA 1846 [Source:HGNC Symbol;Acc:HGNC:52661]	LINC01846
chr5	98929171	98995013	+	ENSG00000248489	long intergenic non-protein coding RNA 2062 [Source:HGNC Symbol;Acc:HGNC:52907]	LINC02062
chr5	99549432	99577957	+	ENSG00000249515	long intergenic non-protein coding RNA 2113 [Source:HGNC Symbol;Acc:HGNC:52967]	LINC02113
chr5	100401441	100408899	+	ENSG00000249787		
chr5	100449754	100535262	-	ENSG00000247877		
chr5	100654112	100657970	-	ENSG00000250806		
chr5	102144077	102146572	+	ENSG00000248261		
chr5	102581368	102617589	+	ENSG00000250958	long intergenic non-protein coding RNA 492 [Source:HGNC Symbol;Acc:HGNC:43429]	LINC00492
chr5	102605635	102606197	+	ENSG00000247402		
chr5	102609156	102671559	-	ENSG00000250682	long intergenic non-protein coding RNA 491 [Source:HGNC Symbol;Acc:HGNC:43428]	LINC00491
chr5	103408941	103412511	-	ENSG00000250567		
chr5	103528434	103541985	-	ENSG00000248757	long intergenic non-protein coding RNA 2115 [Source:HGNC Symbol;Acc:HGNC:52970]	LINC02115
chr5	104079911	104105403	+	ENSG00000251026	long intergenic non-protein coding RNA 2163 [Source:HGNC Symbol;Acc:HGNC:53024]	LINC02163
chr5	104383298	105392970	-	ENSG00000251574		
chr5	104773641	104799772	+	ENSG00000253776		
chr5	104917492	105246364	-	ENSG00000253584		
chr5	106815197	107011014	-	ENSG00000251027	long intergenic non-protein coding RNA 1950 [Source:HGNC Symbol;Acc:HGNC:52773]	LINC01950
chr5	107699835	107716841	-	ENSG00000249959		
chr5	108727825	108728260	-	ENSG00000272523	long intergenic non-protein coding RNA 1023 [Source:HGNC Symbol;Acc:HGNC:49004]	LINC01023
chr5	109237120	109326369	-	ENSG00000249476		
chr5	109467353	109467952	+	ENSG00000251367		
chr5	109470843	109471586	+	ENSG00000248876		
chr5	109497877	109499108	+	ENSG00000248440		
chr5	109687802	109688329	-	ENSG00000271849		
chr5	109883182	109884751	+	ENSG00000254106	long intergenic non-protein coding RNA 1848 [Source:HGNC Symbol;Acc:HGNC:52663]	LINC01848
chr5	110970951	111008899	-	ENSG00000248428		
chr5	112160526	112164276	+	ENSG00000224032	EPB41L4A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:30749]	EPB41L4A-AS1
chr5	112419583	112420978	+	ENSG00000278921	EPB41L4A antisense RNA 2 (head to head) [Source:HGNC Symbol;Acc:HGNC:25643]	EPB41L4A-AS2
chr5	112628436	112632100	+	ENSG00000250358	long intergenic non-protein coding RNA 2200 [Source:HGNC Symbol;Acc:HGNC:53066]	LINC02200
chr5	114056006	114057174	+	ENSG00000251628		
chr5	114576041	114579970	+	ENSG00000251542	long intergenic non-protein coding RNA 1957 [Source:HGNC Symbol;Acc:HGNC:52783]	LINC01957
chr5	115031273	115031894	-	ENSG00000251132		
chr5	115087892	115088475	-	ENSG00000250242		
chr5	115691462	115692167	-	ENSG00000249021		
chr5	115755644	115756286	+	ENSG00000248709		
chr5	116078110	116078570	-	ENSG00000272265		
chr5	116302354	116304134	-	ENSG00000250015		
chr5	116574482	116591398	+	ENSG00000249167	SEMA6A antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:52754]	SEMA6A-AS2
chr5	116742991	116762209	-	ENSG00000251311	long intergenic non-protein coding RNA 2214 [Source:HGNC Symbol;Acc:HGNC:53081]	LINC02214
chr5	116820993	116830187	-	ENSG00000249150		
chr5	117031200	117038569	+	ENSG00000250949		
chr5	117415509	117546298	+	ENSG00000248663	long intergenic non-protein coding RNA 992 [Source:HGNC Symbol;Acc:HGNC:48943]	LINC00992
chr5	117925008	118266035	+	ENSG00000249797	long intergenic non-protein coding RNA 2147 [Source:HGNC Symbol;Acc:HGNC:53007]	LINC02147
chr5	118282575	118284782	+	ENSG00000250427	long intergenic non-protein coding RNA 2148 [Source:HGNC Symbol;Acc:HGNC:53008]	LINC02148
chr5	118468156	118562117	-	ENSG00000250891	long intergenic non-protein coding RNA 2208 [Source:HGNC Symbol;Acc:HGNC:52978]	LINC02208
chr5	118575575	118581324	+	ENSG00000249551	long intergenic non-protein coding RNA 2216 [Source:HGNC Symbol;Acc:HGNC:53083]	LINC02216
chr5	118596188	118628092	+	ENSG00000249128	long intergenic non-protein coding RNA 2215 [Source:HGNC Symbol;Acc:HGNC:53082]	LINC02215
chr5	118760474	118785459	-	ENSG00000249426		
chr5	120245448	120333502	-	ENSG00000251293		
chr5	120345907	120404837	-	ENSG00000261036		
chr5	120781218	120790778	+	ENSG00000248927		
chr5	121199704	121357398	+	ENSG00000229855		
chr5	122321291	122323358	-	ENSG00000249621		
chr5	122628952	122730685	-	ENSG00000251538	long intergenic non-protein coding RNA 2201 [Source:HGNC Symbol;Acc:HGNC:53067]	LINC02201
chr5	124059794	124405079	-	ENSG00000253807	long intergenic non-protein coding RNA 1170 [Source:HGNC Symbol;Acc:HGNC:49542]	LINC01170
chr5	124395603	124400655	+	ENSG00000251421		
chr5	124455373	124460098	+	ENSG00000248600		
chr5	124459912	124460549	-	ENSG00000251214		
chr5	124469591	124469901	+	ENSG00000250438		
chr5	124492775	124536348	-	ENSG00000248296		
chr5	124829472	124830290	+	ENSG00000248443		
chr5	124868972	124869914	-	ENSG00000249261		
chr5	124919947	124921598	+	ENSG00000249423		
chr5	125036831	125042239	+	ENSG00000250411		
chr5	125108204	125149929	+	ENSG00000249365		
chr5	125325350	125367734	+	ENSG00000281608		
chr5	125376828	125377439	-	ENSG00000250402		
chr5	125493261	125602227	+	ENSG00000260192		
chr5	126076800	126279801	-	ENSG00000248752		
chr5	126179577	126193850	+	ENSG00000248107	long intergenic non-protein coding RNA 2039 [Source:HGNC Symbol;Acc:HGNC:52879]	LINC02039
chr5	126751963	126776486	-	ENSG00000251072		
chr5	127215159	127229809	-	ENSG00000283897		
chr5	127478295	127478737	+	ENSG00000271766		
chr5	127588746	127590710	-	ENSG00000282925		
chr5	127838486	127857804	-	ENSG00000250603		
chr5	127940426	128083172	-	ENSG00000245937	long intergenic non-protein coding RNA 1184 [Source:HGNC Symbol;Acc:HGNC:49565]	LINC01184
chr5	132179234	132181128	-	ENSG00000224015		
chr5	132817248	132818000	-	ENSG00000272203		
chr5	132963770	132964164	+	ENSG00000272023		
chr5	133111055	133114475	-	ENSG00000251616		
chr5	133913677	133917269	+	ENSG00000249073	WNT signaling pathway activating non-coding RNA [Source:HGNC Symbol;Acc:HGNC:51639]	WSPAR
chr5	134005147	134005562	+	ENSG00000271737		
chr5	134226410	134227827	+	ENSG00000270177		
chr5	134429051	134460615	-	ENSG00000250564		
chr5	134436711	134492519	+	ENSG00000250994		
chr5	134506552	134509229	+	ENSG00000251169	long intergenic non-protein coding RNA 1843 [Source:HGNC Symbol;Acc:HGNC:52659]	LINC01843
chr5	135038831	135040047	-	ENSG00000249082	C5orf66 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49679]	C5orf66-AS1
chr5	135120526	135139681	+	ENSG00000248753		
chr5	135124380	135131249	-	ENSG00000248482		
chr5	135236234	135248179	-	ENSG00000249647	C5orf66 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:27964]	C5orf66-AS2
chr5	135648584	135653935	-	ENSG00000251045	long intergenic non-protein coding RNA 1959 [Source:HGNC Symbol;Acc:HGNC:27965]	LINC01959
chr5	135897637	135900250	+	ENSG00000254239		
chr5	135900353	135918161	-	ENSG00000253927		
chr5	136376348	136397042	-	ENSG00000279240		
chr5	136466677	136520298	+	ENSG00000249803		
chr5	136734927	136754686	+	ENSG00000250284		
chr5	137761546	137761936	+	ENSG00000270697		
chr5	138039199	138039979	+	ENSG00000250260		
chr5	139644460	139645002	-	ENSG00000272255		
chr5	139648999	139649728	-	ENSG00000250635	CXXC5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53009]	CXXC5-AS1
chr5	139684645	139745010	+	ENSG00000249526		
chr5	139741349	139746223	-	ENSG00000249131	PSD2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:52765]	PSD2-AS1
chr5	139772528	139775406	-	ENSG00000251387		
chr5	139775305	139775472	+	ENSG00000271792		
chr5	141078076	141084481	+	ENSG00000279558		
chr5	141118680	141120765	+	ENSG00000272108		
chr5	141168231	141168893	+	ENSG00000280336		
chr5	141326210	141329357	+	ENSG00000272070		
chr5	141825708	141826325	-	ENSG00000278925		
chr5	142317620	142318322	-	ENSG00000281881	SPRY4 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:42394]	SPRY4-IT1
chr5	142703782	142705421	+	ENSG00000261757		
chr5	142745600	142760998	+	ENSG00000236714	long intergenic non-protein coding RNA 1844 [Source:HGNC Symbol;Acc:HGNC:52660]	LINC01844
chr5	143489855	143531350	-	ENSG00000249429		
chr5	143559219	143562548	+	ENSG00000251205		
chr5	145222610	145228982	-	ENSG00000251031		
chr5	145337932	145381670	-	ENSG00000250842		
chr5	145429868	145451099	+	ENSG00000248125		
chr5	146400981	146407359	+	ENSG00000248842		
chr5	149063317	149109787	+	ENSG00000250072		
chr5	149406689	149432835	+	ENSG00000249669	cardiac mesoderm enhancer-associated non-coding RNA [Source:HGNC Symbol;Acc:HGNC:42872]	CARMN
chr5	149425771	149428289	-	ENSG00000275871		
chr5	150475531	150485968	-	ENSG00000254333	NDST1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:52899]	NDST1-AS1
chr5	151158106	151158462	-	ENSG00000254298		
chr5	151724831	151725356	-	ENSG00000272112		
chr5	151770242	151771508	-	ENSG00000275765		
chr5	151949571	152270448	+	ENSG00000254226	long intergenic non-protein coding RNA 1933 [Source:HGNC Symbol;Acc:HGNC:52756]	LINC01933
chr5	152618965	153223543	-	ENSG00000249484	long intergenic non-protein coding RNA 1470 [Source:HGNC Symbol;Acc:HGNC:51105]	LINC01470
chr5	153887428	153898987	-	ENSG00000251183	long intergenic non-protein coding RNA 1861 [Source:HGNC Symbol;Acc:HGNC:52680]	LINC01861
chr5	153901459	153903223	+	ENSG00000261382		
chr5	154483917	154486150	-	ENSG00000254293		
chr5	158173601	158176422	-	ENSG00000253792		
chr5	158175396	158200016	+	ENSG00000253673		
chr5	158225352	158234376	-	ENSG00000253449		
chr5	158256137	158258436	+	ENSG00000253424		
chr5	158275711	158278813	+	ENSG00000253134		
chr5	158320683	158409773	-	ENSG00000276778		
chr5	158424585	158452758	+	ENSG00000254350		
chr5	158464465	158464678	+	ENSG00000272085		
chr5	158485190	158534438	+	ENSG00000254135		
chr5	159100483	159117478	+	ENSG00000245812	long intergenic non-protein coding RNA 2202 [Source:HGNC Symbol;Acc:HGNC:53068]	LINC02202
chr5	159227715	159245127	+	ENSG00000253315	long intergenic non-protein coding RNA 1932 [Source:HGNC Symbol;Acc:HGNC:52755]	LINC01932
chr5	159448556	159466276	-	ENSG00000253298	long intergenic non-protein coding RNA 1845 [Source:HGNC Symbol;Acc:HGNC:27747]	LINC01845
chr5	159484130	159511687	-	ENSG00000283413		
chr5	159698589	159761061	-	ENSG00000254199		
chr5	159776772	159871384	-	ENSG00000253311	long intergenic non-protein coding RNA 1847 [Source:HGNC Symbol;Acc:HGNC:52662]	LINC01847
chr5	160468268	160487426	+	ENSG00000253522	MIR3142 host gene [Source:HGNC Symbol;Acc:HGNC:51944]	MIR3142HG
chr5	160931778	160938626	-	ENSG00000253417	long intergenic non-protein coding RNA 2159 [Source:HGNC Symbol;Acc:HGNC:27749]	LINC02159
chr5	161910252	162001196	-	ENSG00000280776	long intergenic non-protein coding RNA 1202 [Source:HGNC Symbol;Acc:HGNC:49633]	LINC01202
chr5	162424378	162427345	-	ENSG00000254173		
chr5	162558685	162623461	-	ENSG00000254186		
chr5	164119098	164234097	-	ENSG00000253331		
chr5	164209631	164211892	+	ENSG00000253538		
chr5	164448422	164467402	-	ENSG00000253236	long intergenic non-protein coding RNA 2143 [Source:HGNC Symbol;Acc:HGNC:53003]	LINC02143
chr5	165220577	165241752	-	ENSG00000254066	long intergenic non-protein coding RNA 1938 [Source:HGNC Symbol;Acc:HGNC:52761]	LINC01938
chr5	165349030	165778689	+	ENSG00000253693		
chr5	166128498	166155439	+	ENSG00000254171		
chr5	166905222	166926370	-	ENSG00000254130	long intergenic non-protein coding RNA 1947 [Source:HGNC Symbol;Acc:HGNC:52771]	LINC01947
chr5	167116318	167119585	-	ENSG00000253713		
chr5	167164934	167168401	-	ENSG00000253469		
chr5	170191579	170199141	-	ENSG00000249601	long intergenic non-protein coding RNA 1187 [Source:HGNC Symbol;Acc:HGNC:49575]	LINC01187
chr5	170308701	170312716	-	ENSG00000250274		
chr5	170331429	170333879	+	ENSG00000235172	long intergenic non-protein coding RNA 1366 [Source:HGNC Symbol;Acc:HGNC:27416]	LINC01366
chr5	171773652	171774739	+	ENSG00000253110		
chr5	172557392	172559014	-	ENSG00000254299	long intergenic non-protein coding RNA 1944 [Source:HGNC Symbol;Acc:HGNC:52768]	LINC01944
chr5	172816621	172819958	+	ENSG00000253628		
chr5	172954907	172957162	+	ENSG00000254295		
chr5	173414035	173451165	+	ENSG00000253968		
chr5	173463500	173484584	+	ENSG00000253141		
chr5	173562478	173573199	+	ENSG00000253768		
chr5	173574938	173576275	+	ENSG00000254164		
chr5	173642519	173658194	+	ENSG00000253959	long intergenic non-protein coding RNA 1863 [Source:HGNC Symbol;Acc:HGNC:52682]	LINC01863
chr5	173689459	173705849	+	ENSG00000253428	long intergenic non-protein coding RNA 1942 [Source:HGNC Symbol;Acc:HGNC:52766]	LINC01942
chr5	173707614	173746211	-	ENSG00000253686	long intergenic non-protein coding RNA 1484 [Source:HGNC Symbol;Acc:HGNC:51136]	LINC01484
chr5	173786790	173809039	-	ENSG00000254211	long intergenic non-protein coding RNA 1485 [Source:HGNC Symbol;Acc:HGNC:51138]	LINC01485
chr5	174329612	174330503	+	ENSG00000249722		
chr5	174336295	174532457	+	ENSG00000249306	long intergenic non-protein coding RNA 1411 [Source:HGNC Symbol;Acc:HGNC:50703]	LINC01411
chr5	174618164	174625775	+	ENSG00000250256		
chr5	174751304	174850725	+	ENSG00000251670		
chr5	174820027	174826324	+	ENSG00000251144		
chr5	174919082	174995513	-	ENSG00000204754	long intergenic non-protein coding RNA 1951 [Source:HGNC Symbol;Acc:HGNC:52774]	LINC01951
chr5	174986295	174987050	+	ENSG00000249403		
chr5	176124210	176131461	-	ENSG00000251458		
chr5	176137157	176155738	+	ENSG00000251623		
chr5	176707356	176726243	-	ENSG00000248484		
chr5	176726942	176739458	-	ENSG00000251446		
chr5	176743205	176743871	+	ENSG00000248859	long intergenic non-protein coding RNA 1574 [Source:HGNC Symbol;Acc:HGNC:51388]	LINC01574
chr5	177554824	177555364	+	ENSG00000272459		
chr5	177801204	177803344	-	ENSG00000248943		
chr5	177939622	177983054	+	ENSG00000250101		
chr5	177967004	177967457	+	ENSG00000280207		
chr5	178938677	178939223	-	ENSG00000272431		
chr5	179377505	179378865	+	ENSG00000253979		
chr5	179377531	179378761	-	ENSG00000253163		
chr5	179455415	179456095	+	ENSG00000250674		
chr5	179503322	179515579	-	ENSG00000253652		
chr5	179859013	179861283	+	ENSG00000245317		
chr5	180441559	180443238	+	ENSG00000250509		
chr5	180684766	180686546	+	ENSG00000248717		
chr5	180830957	180835726	+	ENSG00000245060	long intergenic non-protein coding RNA 847 [Source:HGNC Symbol;Acc:HGNC:45050]	LINC00847
chr5	181191046	181191852	-	ENSG00000248473	long intergenic non-protein coding RNA 1962 [Source:HGNC Symbol;Acc:HGNC:52787]	LINC01962
chr5	181281375	181283652	+	ENSG00000248103		
chr5	181306502	181324685	+	ENSG00000238035		
chr5	181329241	181342213	+	ENSG00000250765		
chr6	131910	144885	-	ENSG00000170590	long intergenic non-protein coding RNA 266-3 [Source:HGNC Symbol;Acc:HGNC:21112]	LINC00266-3
chr6	181466	205484	-	ENSG00000263667		
chr6	203313	206392	+	ENSG00000205653		
chr6	708592	711405	-	ENSG00000272463		
chr6	711533	750729	+	ENSG00000271727		
chr6	761675	780648	+	ENSG00000271911		
chr6	774747	780214	-	ENSG00000272485		
chr6	905445	909006	-	ENSG00000276687		
chr6	958324	962272	-	ENSG00000278343		
chr6	1026494	1027225	-	ENSG00000270937		
chr6	1079929	1104946	+	ENSG00000176515		
chr6	1321698	1324022	-	ENSG00000281809	long intergenic non-protein coding RNA 1394 [Source:HGNC Symbol;Acc:HGNC:50670]	LINC01394
chr6	1528364	1528911	-	ENSG00000272279		
chr6	1605531	1606079	+	ENSG00000280916	FOXC1 upstream transcript (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:50650]	FOXCUT
chr6	2245748	2482022	+	ENSG00000250903	GMDS antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:48993]	GMDS-AS1
chr6	2437549	2438249	+	ENSG00000272465		
chr6	2621913	2634603	-	ENSG00000164385	long intergenic non-protein coding RNA 1600 [Source:HGNC Symbol;Acc:HGNC:21600]	LINC01600
chr6	2636936	2640001	+	ENSG00000228718		
chr6	2854657	2881407	-	ENSG00000230438	serpin family B member 9 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:28590]	SERPINB9P1
chr6	2916894	2917733	+	ENSG00000228365		
chr6	2987967	2991173	+	ENSG00000244041	long intergenic non-protein coding RNA 1011 [Source:HGNC Symbol;Acc:HGNC:33812]	LINC01011
chr6	3055890	3056761	+	ENSG00000229282		
chr6	3182744	3195756	-	ENSG00000230269		
chr6	3594247	3624747	-	ENSG00000228793		
chr6	3893126	3894292	+	ENSG00000233068		
chr6	3904920	3911979	-	ENSG00000260604		
chr6	4018713	4019202	+	ENSG00000272248		
